"Fiscal_Year","Agency","Program_Name","Agency_Compliance","pcp12_1","pcp01_1","pcp2_2","pcp3_2","pcp4_2","pcp5_2","pcp6_2","pcp7_2","pcp8_2","pcp9_2","pcp10_2","pcp11_2"
"2023","ED","Rehabilitation Act Program Improvement","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Long-Term Training","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Services Client Assistance Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Services Demonstration and Training Programs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Services Independent Living Services for Older Individuals Who are Blind","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Services Service Projects","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Services Vocational Rehabilitation Grants to States","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Short-Term Training","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Training Technical Assistance Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Research in Special Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rural Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","School Ambassador Fellowship Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","School Improvement Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","School Leader Recruitment and Support (formerly School Leadership)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","School Safety National Activities (formerly, Safe and Drug-Free Schools and Communities-National Programs)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Small Business Innovation Research (SBIR) Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education - Special Olympics Education Programs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education - State Personnel Development","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Educational Technology Media, and Materials for Individuals with Disabilities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Grants to States","Non-compliant","2","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"2023","ED","Special Education Parent Information Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Preschool Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Studies and Evaluation","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Technical Assistance and Dissemination to Improve Services and Results for Children with Disabilities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Technical Assistance on State Data Collection","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education-Grants for Infants and Families","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Leveraging Educational Assistance Partnership (SLEAP) Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","State Fiscal Stabilization Fund (SFSF) - Investing in Innovation (i3) Fund, Recovery Act","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","State Flexibility Demonstration Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","State Grants for Innovative Programs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Statewide Family Engagement Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Statewide Longitudinal Data Systems","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Strengthening Minority-Serving Institutions","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Student Aid and Fiscal Responsibility (SAFRA) Act Payments to FFEL Loans Servicers for Retaining Jobs in the United States","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Student Support and Academic Enrichment Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Supplemental Education Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Supported Employment Services for Individuals with the Most Significant Disabilities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Supporting Effective Educator Development Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Supporting Effective Instruction State Grants (formerly Improving Teacher Quality State Grants)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Teacher and School Leader Incentive Grants (formerly the Teacher Incentive Fund)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Teacher Education Assistance for College and Higher Education Grant (TEACH)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Teacher Quality Partnership Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Teacher Quality Partnerships, Recovery Act","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Tech-Prep Demonstration Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Temporary Emergency Impact Aid for Displaced Students","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Territories and Freely Associated States Education Grant Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Title I Grants to Local Educational Agencies","Non-compliant","2","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"2023","ED","Title I State Agency Program for Neglected and Delinquent Children and Youth","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Traditionally Underserved Populations","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Training Interpreters for Individuals who are Deaf and Individuals who are Deaf-Blind","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Transit Benefits","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Transition Programs for Students with Intellectual Disabilities into Higher Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Transition to Teaching","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Travel and Transportation - Department of Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Tribally Controlled Postsecondary Career and Technical Institutions","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Educational Opportunity Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO McNair Post-Baccalaureate Achievement","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Staff Training Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Student Support Services","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Talent Search","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Upward Bound","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Twenty-First Century Community Learning Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","U.S. Presidential Scholars Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Undergraduate International Studies and Foreign Language Programs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Unsolicited Grant Opportunities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Vocational Rehabilitation State Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Voluntary Public School Choice","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","William D. Ford Federal Direct Loan Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EEOC","Pay and Benefits (Payroll)","Non-compliant","2","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EEOC","Travel and Transportation - Equal Employment Opportunity Commission","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EEOC","Vendor Payments - Equal Employment Opportunity Commission","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","[Water Infrastructure Finance and Innovation Act Program (WIFIA)]","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Clean Water State Revolving Fund (CWSRF)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Commodities - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Contracts - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Disaster Relief Funds (2018)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Drinking Water State Revolving Fund (DWSRF)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Grants - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Payroll - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Purchase Cards - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EPA","Travel - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EXIM","Cash-control Disbursements","Non-compliant","2","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EXIM","Long-term Authorizations","Non-compliant","2","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EXIM","Medium-term Authorizations","Non-compliant","2","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","EXIM","Short-term Authorizations","Non-compliant","2","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Affordable Connectivity Program (ACP)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Affordable Connectivity Program Outreach Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Connected Care Pilot Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","COVID-19 Telehealth","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Emergency Broadband Benefit Program (EBBP)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Emergency Connectivity Fund (ECF)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Federal Communications Commission Operating Expenses","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","North American Numbering Plan","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Secured & Trusted Communications Network Reimbursement Program (STCNRP)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Telecommunications Relay Service","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","TV Broadcasting Relocation Fund","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Universal Service Administrative Company (USAC) - Administrative Costs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Universal Service Fund - High Cost Legacy","Non-compliant","2","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Universal Service Fund - High Cost Modernized","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Universal Service Fund - Lifeline","Non-compliant","2","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Universal Service Fund - Rural Health Care","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","Universal Service Fund - Schools and Libraries","Non-compliant","2","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2023","FEC","Federal Election Campaign Act (FECA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GCRC","Comprehensive Plan Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GCRC","Comprehensive Plan Projects and Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GCRC","Spill Impact Projects and Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Acquisition Services Fund - Operating","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Acquisition Workforce Training","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Allowances, Pensions, and Office Staff","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Assisted Acquisition Services (AAS)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Audit Contracts and Contract Administration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Building Operations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Common Acquisition Platform (CAP)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Construction and Acquisition of Facilities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Digital Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Direct Program Activity","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Disaster Emergency Funds","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Electronic Government","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Employee Payments - General Services Administration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Environmental Review Improvement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Federal Buildings and Courthouses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Federal Citizen Services Fund (Reimbursable)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","General Supplies and Services (GSS)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Government-wide Policy (Reimbursable)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Government-wide Policy","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","High-Performance Green Buildings - Major Repairs & Alterations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Information Technology Category","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Installment Acquisition Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Integrated Award Environment","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","IT Modernization and Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","ITOR Oversight, Cybersecurity and Program Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Land Ports of Entry","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Lapsed Balances","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Office of Products and Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Operating Expenses (Direct)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Operating Expenses (Reimbursable)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Pre-Election Transition","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Presidential Transition","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Purchase Cards - General Services Administration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Real Property Relocation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Real Property Utilization and Disposal","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Reimbursable Program Activity","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Rental of Space","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Repairs and Alterations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Space Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Special Services and Improvements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Technology Modernization Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Technology Transformation Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Travel, Transportation, and Logistics Categories (TTL) Flow-Thru","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Unconditional Gifts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Working Capital Fund (Direct)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Working Capital Fund (Reimbursable)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Adoption and Legal Guardianship Incentive Payments","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Adoption Assistance","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Adoption Opportunities","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Affordable Care Act (ACA) Personal Responsibility Education Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - ARRA – Child Care and Development Block Grant","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - ARRA Emergency Contingency Fund for Temporary Assistance for Needy Families (TANF) State Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Assistance for Torture Victims","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Basic Center Grant","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Chafee Education and Training Vouchers Program (ETV)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Abuse and Neglect Discretionary Activities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Abuse and Neglect State Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Care Mandatory and Matching Funds of the Child Care and Development Fund","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Support Enforcement Research","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Support Enforcement","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Welfare Research Training or Demonstration","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Children's Justice Grants to States","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Community Services Block Grant Discretionary Awards","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Community Services Block Grant","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Community-Based Child Abuse Prevention Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Enhance Safety of Children Affected by Substance Abuse","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
