"Agency","Program_Name","Fiscal_Year","Month_and_Year_start__date_for_data","Month_and_Year_end__date_for_data","CY_Confidence_Level_%","CY_Margin__of_Error_+/-","Outlays_($M)","IP_Amount_($M)","CY_Over-payment_$","CY_Under-payment_$","CY_Unknown_Payments_$","CY_Technically_Improper__due_to_Statute_or_Reg_$","CY_Overpayment_Rate","CY_Under_payment_Rate","CY_Unknown_Payments_Rate","CY_Technically_Improper_due_to_Statute_or_Reg_Rate","IP_Rate","IP_Unknown_Amount_($M)","IP_Unknown_Rate","IP_Unknown_Target_Rate","Outlays_Current_Year+1_Amount","Unknown_Curent_Year+1_Amount","IP_Current_Year+1_Amount","IP_Unknown_Current_Year+1_Rate"
"DOL","Employment and Training Administration - National Dislocated Worker Grants/Dislocated Worker National Reserve.   ","2009","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - National Dislocated Worker Grants/Dislocated Worker National Reserve.   ","2010","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - National Dislocated Worker Grants/Dislocated Worker National Reserve.   ","2011","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration – Unemployment Insurance – Federal Pandemic Unemployment Assistance","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2004","","","","","0.0000000000","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2005","","","","","3743.0000000000","","","","","","","","","","0.00213732300000","8.0000000000","0.00213732300000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2006","","","","","3763.0000000000","","","","","","","","","","0.00170077070000","6.4000000000","0.00170077070000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2007","","","","","3606.0000000000","","","","","","","","","","0.00080421520000","2.9000000000","0.00080421520000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2008","","","","","3547.0000000000","","","","","","","","","","0.00070482100000","2.5000000000","0.00070482100000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2009","","","","","4300.0000000000","","","","","","","","","","0.00200000000000","8.6000000000","0.00200000000000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2010","","","","","5875.0000000000","","","","","","","","","","0.00200851060000","11.8000000000","0.00200851060000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2011","","","","","4123.0000000000","","","","","","","","","","0.00300751880000","12.4000000000","0.00300751880000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2012","","","","","3406.0000000000","","","","","","","","","","0.00220199650000","7.5000000000","0.00220199650000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2013","","","","","2995.0000000000","","","","","","","","","","0.00193656090000","5.8000000000","0.00193656090000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2014","","","","","2478.0000000000","","","","","","","","","","0.00371267150000","9.2000000000","0.00371267150000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2015","","","","","2530.0000000000","","22.2600000000","0.0000000000","","","0.00879841900000","0.00000000000000","","","0.00879841900000","22.2600000000","0.00879841900000","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2016","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Employment and Training Administration - WIOA - Dislocated Worker Employment and Training Activities","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2012","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2014","","","","","21.0400000000","","","","","","","","","","0.00109315590000","0.0230000000","0.00109315590000","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2015","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2016","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Hurricane Sandy Funds Provided by the Disaster Relief Appropriations Act of 2013","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOL","International Labor Affairs Bureau","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","International Labor Affairs Bureau","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Mine Safety and Health Administration","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Mine Safety and Health Administration","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Occupational Safety and Health Administration","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Occupational Safety and Health Administration","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Disability Employment Policy","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Disability Employment Policy","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Federal Contract Compliance Programs","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Federal Contract Compliance Programs","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Labor-Management Standards","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Labor-Management Standards","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Coal Mine Workers' Compensation","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Coal Mine Workers' Compensation","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Energy Employees Occupational Illness Compensation","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Energy Employees Occupational Illness Compensation","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2004","","","","","2544.0000000000","","","","","","","","","","0.00251572330000","6.4000000000","0.00251572330000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2005","","","","","2519.0000000000","","","","","","","","","","0.00119094880000","3.0000000000","0.00119094880000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2006","","","","","2555.0000000000","","","","","","","","","","0.00027397260000","0.7000000000","0.00027397260000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2007","","","","","2654.0000000000","","","","","","","","","","0.00097965340000","2.6000000000","0.00097965340000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2008","","","","","2737.0000000000","","","","","","","","","","0.00018268180000","0.5000000000","0.00018268180000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2009","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2010","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2011","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2012","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2014","","","","","2894.3700000000","","","","","","","","","","0.02500025910000","72.3600000000","0.02500025910000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2015","","","","","2987.1900000000","","81.2200000000","4.5100000000","","","0.02718943220000","0.00150978010000","","","0.02869921230000","85.7300000000","0.02869921230000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2016","","","","","3001.2400000000","","41.9700000000","64.3500000000","","","0.01398421990000","0.02144113770000","","","0.03542535750000","106.3200000000","0.03542535750000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2017","","","","","2780.1000000000","","32.4000000000","24.7900000000","","","0.01165425700000","0.00891694540000","","","0.02057120250000","57.1900000000","0.02057120250000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2018","","","","","3047.1000000000","","62.6400000000","11.7300000000","","","0.02055725120000","0.00384956190000","","","0.02440681300000","74.3700000000","0.02440681300000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2019","2018-07-01","2019-06-01","$0.95"," +/-  2.5","3013.5900000000","73.5600000000","54.0600000000","19.5000000000","0.0000000000","0.0000000000","0.01793873750000","0.00647068780000","0.00000000000000","0.00000000000000","0.02440942530000","73.5600000000","0.02440942530000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2020","2019-07-01","2020-06-01","0.95","+/- 2.5","2960.2200000000","69.2100000000","56.1300000000","13.0800000000","0.0000000000","0.0000000000","0.01896142850000","0.00441859050000","0.00000000000000","0.00000000000000","0.02338001910000","69.2100000000","0.02338001910000","","","","",""
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2021","2020-07-01","2021-06-01",">90%","2.0","2938.7100000000","79.2100000000","63.5000000000","15.4300000000","2.5400000000","0.2800000000","0.02160812060000","0.00525060320000","0.00086432480000","0.00009527990000","0.02695400360000","81.7500000000","0.02781832850000","","3000.0000000000","2.5000000000","93.0000000000","0.03183333330000"
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2022","2021-07-01","2022-06-01","90% to <95%","2.5","2923.3100000000","88.4600000000","76.9900000000","7.5400000000","3.2600000000","3.9300000000","0.02633658420000","0.00257926800000","0.00111517420000","0.00134436650000","0.03026021870000","91.7200000000","0.03137539300000","0.03250000000000","3100.0000000000","","95.0000000000","0.03064516130000"
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2024","2023-07-01","2024-06-01","90% to <95%","2.5","3625.1100000000","84.9100000000","75.1400000000","2.7700000000","0.0000000000","7.0000000000","0.02072764688500","0.00076411474400","0.00000000000000","0.00193097588800","0.02342273751700","84.9100000000","0.02342273751700","","3987.5000000000","0.0000000000","93.3800000000","0.02341818181800"
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2023","2022-07-01","2023-06-01","90% to <95%","2.5","3263.2800000000","79.4800000000","63.2600000000","11.2100000000","0.0000000000","5.0100000000","0.01938540360000","0.00343519400000","0.00000000000000","0.00153526510000","0.02435586280000","79.4800000000","0.02435586280000","0.03150000000000","3500.0000000000","","100.0000000000","0.02857142860000"
"DOL","Office of Workers' Compensation - Longshore and Harbor Workers Compensation","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Office of Workers' Compensation - Longshore and Harbor Workers Compensation","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Federal Administration & Uniformed Services Employment and Reemployment Rights Act (USERRA) Enforcement","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Federal Administration & Uniformed Services Employment and Reemployment Rights Act (USERRA) Enforcement","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Homeless Veterans' Reintegration Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Homeless Veterans' Reintegration Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Jobs for Veterans State Grants","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Jobs for Veterans State Grants","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Transition Assistance Program Employment Workshop","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Veterans Employment Training Service - Transition Assistance Program Employment Workshop","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Wage and Hour Division","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Wage and Hour Division","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Women's Bureau","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOL","Women's Bureau","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Airport Concessionaire Relief","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2006","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2007","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2008","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2009","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2010","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2011","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2012","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2014","","","","","4.4268030000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2015","","","","","9.5822910000","","0.0000000000","0.0000000000","","","0.00000000000000","0.00000000000000","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2016","","","","","8.6456847900","","0.1371494300","0.0000000000","","","0.01586333910000","0.00000000000000","","","0.01586333910000","0.1371494300","0.01586333910000","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Facilities and Equipment","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Franchise Fund","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Franchise Fund","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2006","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2007","","","","","3874.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2008","","","","","4428.0000000000","","","","","","","","","","0.00021906050000","0.9700000000","0.00021906050000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2009","","","","","4725.0000000000","","","","","","","","","","0.00800000000000","37.8000000000","0.00800000000000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2010","","","","","4024.0000000000","","","","","","","","","","0.00032306160000","1.3000000000","0.00032306160000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2011","","","","","3906.0000000000","","","","","","","","","","0.00885816690000","34.6000000000","0.00885816690000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2012","","","","","3459.0000000000","","","","","","","","","","0.00063602200000","2.2000000000","0.00063602200000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2013","","","","","3933.0000000000","","","","","","","","","","0.00071192470000","2.8000000000","0.00071192470000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2014","","","","","2752.1486480000","","","","","","","","","","0.00203566180000","5.6024440000","0.00203566180000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2015","","","","","3117.0881040000","","1.1900000000","0.0800000000","","","0.00038176660000","0.00002566500000","","","0.00040589360000","1.2652060000","0.00040589360000","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2016","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Grants-in-Aid for Airports","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Operations","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Operations","2021","2019-10-01","2020-09-01",">95%","0.003742","17.7420000000","0.0012730000","0.0008300000","0.0004430000","0.0022730000","0.0000000000","0.00004678160000","0.00002496900000","0.00012811410000","0.00000000000000","0.00007175060000","0.0035460000","0.00019986470000","","9.6470000000","0.0000000000","0.0018000000","0.00018658650000"
"DOT","Federal Aviation Administration Operations","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Research, Engineering and Development","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Aviation Administration Research, Engineering and Development","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2006","","","","","35571.0000000000","","","","","","","","","","0.00084338370000","30.0000000000","0.00084338370000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2006","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2007","","","","","33347.0000000000","","","","","","","","","","0.00165532130000","55.2000000000","0.00165532130000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2007","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2008","","","","","32190.0000000000","","","","","","","","","","0.00171171170000","55.1000000000","0.00171171170000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2008","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2009","","","","","40442.0000000000","","","","","","","","","","0.03500815980000","1415.8000000000","0.03500815980000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2009","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2010","","","","","44187.0000000000","","","","","","","","","","0.01395885670000","616.8000000000","0.01395885670000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2010","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2011","","","","","48142.0000000000","","","","","","","","","","0.00935357900000","450.3000000000","0.00935357900000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2011","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2012","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2012","","","","","45897.0000000000","","","","","","","","","","0.00224851300000","103.2000000000","0.00224851300000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2013","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2013","","","","","41455.0000000000","","","","","","","","","","0.00199975880000","82.9000000000","0.00199975880000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2014","","","","","91.5319870000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2014","","","","","44660.1807970000","","","","","","","","","","0.00095005310000","42.4295440000","0.00095005310000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2015","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2015","","","","","44424.5549990000","","212.5664160000","266.6297305300","","","0.00478488570000","0.00600185480000","","","0.01078674050000","479.1961470000","0.01078674050000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2016","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2016","","","","","43307.0141900000","","110.8539660000","0.0000000000","","","0.00255972310000","0.00000000000000","","","0.00255972310000","110.8539660000","0.00255972310000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2017","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2017","","","","","43909.3583905800","","126.9186627700","5.7305551600","","","0.00289046950000","0.00013050870000","","","0.00302097830000","132.6492179300","0.00302097830000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2018","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2018","","","","","45004.6009453200","","912.3201660600","84.6787611000","","","0.02027170880000","0.00188155790000","","","0.02215326670000","996.9989271600","0.02215326670000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2019","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2019","2017-10-01","2018-09-30","$0.95","+/- 0.90%","44998.8489935800","395.6930689100","274.2608659500","44.9054768900","0.0000000000","76.5267260700","0.00609484180000","0.00099792500000","0.00000000000000","0.00170063740000","0.00879340420000","395.6930689100","0.00879340420000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2020","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2020","2018-10-01","2019-09-30","0.95","+/- 0.48% ","46083.8086332900","172.0576595700","68.7495945300","0.1063318700","","103.2017331700","0.00149183840000","0.00000230740000","","0.00223943590000","0.00373358160000","172.0576595700","0.00373358160000","","","","",""
"DOT","Federal Highway Administration Highway Planning and Construction","2021","2019-10-01","2020-09-01",">95%","708.045","49471.9710000000","696.6680000000","428.7260000000","1.0560000000","0.0000000000","266.8860000000","0.00866603840000","0.00002134540000","0.00000000000000","0.00539469110000","0.01408207490000","696.6680000000","0.01408207490000","","49937.0000000000","0.0000000000","499.3700000000","0.01000000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2022","2020-10-01","2021-09-01","95% to <100%","2.11","48440.1260000000","548.9530000000","32.7500000000","0.1050000000","0.0000000000","516.0980000000","0.00067609240000","0.00000216760000","0.00000000000000","0.01065434880000","0.01133260880000","548.9530000000","0.01133260880000","0.01000000000000","50235.0000000000","0.0000000000","502.3500000000","0.01000000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2023","2021-10-01","2022-09-01","95% to <100%","0.06","51107.2693716400","23.5722680300","20.4656690000","3.1065990300","0.0000000000","0.0000000000","0.00040044540000","0.00006078590000","0.00000000000000","0.00000000000000","0.00046123120000","23.5722680300","0.00046123120000","0.01000000000000","55050.3500000000","0.0000000000","550.5035000000","0.01000000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2024","2022-10-01","2023-09-01","95% to <100%","2.19","54459.5535000000","1068.3611720000","1063.9360730000","0.7982710000","0.0000000000","3.6268280000","0.01953626140200","0.00001465805300","0.00000000000000","0.00006659672700","0.01961751618100","1068.3611720000","0.01961751618100","0.01000000000000","57418.8890000000","0.0000000000","574.1888900000","0.01000000000000"
"DOT","Federal Highway Administration Other Grant Programs and Cooperative Agreements","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Other Grant Programs and Cooperative Agreements","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Research Programs","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Research Programs","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Salaries and Expenses","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Highway Administration Salaries and Expenses","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Motor Carrier Safety Administration Motor Carrier Safety Grants","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Motor Carrier Safety Administration Motor Carrier Safety Grants","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Motor Carrier Safety Administration Operations and Programs","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Motor Carrier Safety Administration Operations and Programs","2021","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Motor Carrier Safety Administration Operations and Programs","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Motor Carrier Safety Administration Operations and Programs","2022","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2004","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2005","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2006","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2007","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2008","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2009","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2010","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2011","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2012","","","","","","","","","","","","","","","","","","","","","",""
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2012","","","","","","","","","","","","","","","","","","","","","",""
