"Agency","Program_Name","Fiscal_Year","key","value"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Total Overpayment Amount Recovered","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Total Overpayment Amount Identified","0.0000000000"
"DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","2021","Returned to Original Account","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Total Overpayment Amount Recovered","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Total Overpayment Amount Identified","0.0000000000"
"DOT","Federal Transit Administration Capital Investment Grants","2021","Returned to Original Account","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Total Overpayment Amount Recovered","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Total Overpayment Amount Identified","0.0000000000"
"DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","2021","Returned to Original Account","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","OP Amt Identified outside of Payment Recapture Audits","0.0090000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0070000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Total Overpayment Amount Recovered","0.0070000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Total Overpayment Amount Identified","0.0090000000"
"DOT","Pipeline and Hazardous Materials Safety Administration Payments","2021","Returned to Original Account","0.0000000000"
"ED","","2023","OP Amt Identified outside of Payment Recapture Audits","237.5900000000"
"ED","","2023","OP Amt Recapture outside of Payment Recapture Audits","215.2800000000"
"ED","","2023","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"ED","Arts in Education","2017","OP Amt Identified outside of Payment Recapture Audits","0.0030000000"
"ED","Arts in Education","2017","OP Amt Recapture outside of Payment Recapture Audits","0.0030000000"
"ED","Career and Technical Education - Basic Grants to States","2021","OP Amt Identified outside of Payment Recapture Audits","2.4500000000"
"ED","Career and Technical Education - Basic Grants to States","2021","OP Amt Recapture outside of Payment Recapture Audits","2.4500000000"
"ED","Contracts - Federal Student Aid","2018","OP Amt Identified outside of Payment Recapture Audits","2.4855000000"
"ED","Contracts - Federal Student Aid","2018","OP Amt Recapture outside of Payment Recapture Audits","2.4855000000"
"ED","Disability Innovation Fund (DIF)","2021","OP Amt Identified outside of Payment Recapture Audits","0.1200000000"
"ED","Disability Innovation Fund (DIF)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.1200000000"
"ED","Federal Perkins Loan Program - Federal Capital Contributions","2018","OP Amt Identified outside of Payment Recapture Audits","0.0124000000"
"ED","Federal Perkins Loan Program - Federal Capital Contributions","2018","OP Amt Recapture outside of Payment Recapture Audits","0.0042000000"
"ED","Federal Supplemental Educational Opportunity Grants","2020","OP Amt Identified outside of Payment Recapture Audits","1.3799218800"
"ED","Federal Supplemental Educational Opportunity Grants","2020","OP Amt Recapture outside of Payment Recapture Audits","0.1396174300"
"ED","Federal Work-Study Program","2020","OP Amt Identified outside of Payment Recapture Audits","0.3627987000"
"ED","Federal Work-Study Program","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0063838100"
"ED","Gaining Early Awareness and Readiness for Undergraduate Programs","2021","OP Amt Identified outside of Payment Recapture Audits","0.7100000000"
"ED","Gaining Early Awareness and Readiness for Undergraduate Programs","2021","OP Amt Recapture outside of Payment Recapture Audits","0.6600000000"
"ED","Health Education Assistance Loan (HEAL)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"ED","Health Education Assistance Loan (HEAL)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"ED","Higher Education Institutional Aid","2021","OP Amt Identified outside of Payment Recapture Audits","5.3400000000"
"DOE","Other - Department of Energy","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOE","Other - Department of Energy","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOE","Other - Department of Energy","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOE","Other - Department of Energy","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOE","Other - Department of Energy","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOE","Other - Department of Energy","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOE","Other - Department of Energy","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOE","Other - Department of Energy","2019","Total Overpayment Amount Recovered","0.5520000000"
"DOE","Vendors/Contracts","2019","OP Amt Identified outside of Payment Recapture Audits","34.3250000000"
"DOE","Vendors/Contracts","2019","OP Amt Recapture outside of Payment Recapture Audits","28.5530000000"
"DOE","Vendors/Contracts","2019","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOE","Vendors/Contracts","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"DOE","Vendors/Contracts","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOE","Vendors/Contracts","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"DOE","Vendors/Contracts","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOE","Vendors/Contracts","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOE","Vendors/Contracts","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOE","Vendors/Contracts","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOE","Vendors/Contracts","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOE","Vendors/Contracts","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOE","Vendors/Contracts","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOE","Vendors/Contracts","2019","Total Overpayment Amount Recovered","28.5530000000"
"DOI","","2022","OP Amt Identified outside of Payment Recapture Audits","4.4100000000"
"DOI","","2022","OP Amt Recapture outside of Payment Recapture Audits","6.1700000000"
"DOI","Office of Inspector General Reviews","2017","OP Amt Recapture outside of Payment Recapture Audits","0.3879000000"
"DOI","Single Audit Reports","2018","OP Amt Identified outside of Payment Recapture Audits","8.6700000000"
"DOI","Single Audit Reports","2018","OP Amt Recapture outside of Payment Recapture Audits","0.4600000000"
"DOJ","Administrative, Technology and other","2017","OP Amt Identified through Payment Recapture Audits","2.1169000000"
"DOJ","Administrative, Technology and other","2017","OP Amt Recaptured through Payment Recapture Audits","2.2632000000"
"DOJ","Administrative, Technology and other","2017","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8900000000"
"DOJ","Administrative, Technology and other","2017","Disposition of Funds Through Original Purpose","2.2632000000"
"DOJ","Administrative, Technology and other","2017","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0010000000"
"DOJ","Administrative, Technology, and Other","2020","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","OP Amt Identified through Payment Recapture Audits","-0.0400000000"
"DOJ","Administrative, Technology, and Other","2020","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOJ","Administrative, Technology, and Other","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Disposition of Funds Through Original Purpose","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Aging of Outstanding OP Identified Amt over 1 year","0.0600000000"
"DOJ","Administrative, Technology, and Other","2020","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Total Overpayment Amount Recovered","0.0000000000"
"DOJ","Administrative, Technology, and Other","2020","Total Overpayment Amount Identified","-0.0400000000"
"DOJ","Law Enforcement","2021","OP Amt Identified outside of Payment Recapture Audits","-0.5200000000"
"DOJ","Law Enforcement","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOJ","Law Enforcement","2021","OP Amt Identified through Payment Recapture Audits","0.6700000000"
"DOJ","Law Enforcement","2021","OP Amt Recaptured through Payment Recapture Audits","0.7200000000"
"DOJ","Law Enforcement","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9800000000"
"DOJ","Law Enforcement","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Law Enforcement","2021","Disposition of Funds Through Original Purpose","0.7200000000"
"DOJ","Law Enforcement","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Law Enforcement","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Law Enforcement","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.3000000000"
"DOJ","Law Enforcement","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0700000000"
"DOJ","Law Enforcement","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.1100000000"
"DOJ","Law Enforcement","2021","Aging of Outstanding OP Identified Amt over 1 year","0.1100000000"
"DOJ","Law Enforcement","2021","Aging of Outstanding OP Identified determined not collectable","0.0200000000"
"DOJ","Law Enforcement","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOJ","Law Enforcement","2021","Total Overpayment Amount Recovered","0.7200000000"
"DOJ","Law Enforcement","2021","Total Overpayment Amount Identified","0.1500000000"
"DOJ","Law Enforcement","2021","Returned to Original Account","0.0000000000"
"DOJ","Law Enforcement","2021","Recovery Audit Amount Outstanding Rate","0.4477611940"
"DOJ","Law Enforcement","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0298507463"
"DOJ","Litigation","2020","OP Amt Identified outside of Payment Recapture Audits","0.0900000000"
"DOJ","Litigation","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0900000000"
"DOJ","Litigation","2020","OP Amt Identified through Payment Recapture Audits","0.7100000000"
"DOJ","Litigation","2020","OP Amt Recaptured through Payment Recapture Audits","0.7400000000"
"DOJ","Litigation","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOJ","Litigation","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Litigation","2020","Disposition of Funds Through Original Purpose","0.7400000000"
"DOJ","Litigation","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Litigation","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Litigation","2020","Aging of Outstanding OP Identified Remaining Unrecovered","0.1300000000"
"DOJ","Litigation","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0500000000"
"DOJ","Litigation","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0500000000"
"DOJ","Litigation","2020","Aging of Outstanding OP Identified Amt over 1 year","0.5400000000"
"DOJ","Litigation","2020","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOJ","Litigation","2020","Total Overpayment Amount Recovered","0.8300000000"
"DOJ","Litigation","2020","Total Overpayment Amount Identified","0.8000000000"
"DOJ","Prisons and Detention","2020","OP Amt Identified outside of Payment Recapture Audits","-0.0200000000"
"DOJ","Prisons and Detention","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOJ","Prisons and Detention","2020","OP Amt Identified through Payment Recapture Audits","1.2900000000"
"DOJ","Prisons and Detention","2020","OP Amt Recaptured through Payment Recapture Audits","1.1200000000"
"DOJ","Prisons and Detention","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOJ","Prisons and Detention","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Prisons and Detention","2020","Disposition of Funds Through Original Purpose","1.1200000000"
"DOJ","Prisons and Detention","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Prisons and Detention","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Prisons and Detention","2020","Aging of Outstanding OP Identified Remaining Unrecovered","0.2400000000"
"DOJ","Prisons and Detention","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","0.2100000000"
"DOJ","Prisons and Detention","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0200000000"
"DOJ","Prisons and Detention","2020","Aging of Outstanding OP Identified Amt over 1 year","0.1400000000"
"DOJ","Prisons and Detention","2020","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOJ","Prisons and Detention","2020","Total Overpayment Amount Recovered","1.1200000000"
"DOJ","Prisons and Detention","2020","Total Overpayment Amount Identified","1.2700000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","OP Amt Identified outside of Payment Recapture Audits","1.8500000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","OP Amt Recapture outside of Payment Recapture Audits","2.1100000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","OP Amt Identified through Payment Recapture Audits","1.7200000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","OP Amt Recaptured through Payment Recapture Audits","2.9000000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Disposition of Funds Through Original Purpose","2.4500000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Disposition of Funds Through Returned to Treasury","0.4400000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Aging of Outstanding OP Identified Remaining Unrecovered","1.2800000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.6600000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Aging of Outstanding OP Identified Amt over 1 year","0.6200000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Aging of Outstanding OP Identified determined not collectable","0.8300000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Total Overpayment Amount Recovered","5.0100000000"
"DOJ","State, Local, Tribal, and Other Assistance","2019","Total Overpayment Amount Identified","3.5700000000"
"DOL","Employment & Training Administration - Dislocated Worker Employment and Training Activities - National Reserves","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Dislocated Worker Employment and Training Activities - National Reserves","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","OP Amt Recapture outside of Payment Recapture Audits","120.1500000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","OP Amt Identified through Payment Recapture Audits","935.3800000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","OP Amt Recaptured through Payment Recapture Audits","782.5400000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6800000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Disposition of Funds Through Original Purpose","782.5400000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Aging of Outstanding OP Identified Remaining Unrecovered","777.4800000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","473.6500000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","303.8300000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Aging of Outstanding OP Identified Amt over 1 year","1069.1500000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Aging of Outstanding OP Identified determined not collectable","509.1300000000"
"DOL","Employment & Training Administration - Federal State Unemployment Insurance","2020","Total Overpayment Amount Recovered","902.6900000000"
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2017","OP Amt Identified outside of Payment Recapture Audits","23.9700000000"
"DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","2017","OP Amt Recapture outside of Payment Recapture Audits","34.8800000000"
"DOL","Unemployment Insurance","2019","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOL","Unemployment Insurance","2019","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOL","Unemployment Insurance","2019","OP Amt Identified through Payment Recapture Audits","875.0900000000"
"DOL","Unemployment Insurance","2019","OP Amt Recaptured through Payment Recapture Audits","680.4600000000"
"DOL","Unemployment Insurance","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"DOL","Unemployment Insurance","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOL","Unemployment Insurance","2019","Disposition of Funds Through Original Purpose","680.4600000000"
"DOL","Unemployment Insurance","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOL","Unemployment Insurance","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOL","Unemployment Insurance","2019","Aging of Outstanding OP Identified Remaining Unrecovered","194.6300000000"
"DOL","Unemployment Insurance","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","418.1600000000"
"DOL","Unemployment Insurance","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","314.7700000000"
"DOL","Unemployment Insurance","2019","Aging of Outstanding OP Identified Amt over 1 year","1076.7000000000"
"DOL","Unemployment Insurance","2019","Aging of Outstanding OP Identified determined not collectable","604.2700000000"
"DOL","Unemployment Insurance","2019","Total Overpayment Amount Recovered","680.4600000000"
"DOL","Unemployment Insurance","2019","Total Overpayment Amount Identified","875.0900000000"
"DOT","","2022","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOT","","2022","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOT","","2022","OP Amt Identified through Payment Recapture Audits","7.8154661000"
"DOT","","2022","OP Amt Recaptured through Payment Recapture Audits","7.6946616000"
"DOT","","2022","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOT","","2022","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOT","","2022","Disposition of Funds Through Original Purpose","7.6946616000"
"DOT","","2022","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOT","","2022","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOT","","2022","Aging of Outstanding OP Identified Remaining Unrecovered","0.1208045000"
"DOT","","2022","Aging of Outstanding OP Identified Amt 0 - 6 months","0.1208045000"
"DOT","","2022","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOT","","2022","Aging of Outstanding OP Identified Amt over 1 year","6.5032980100"
"DOT","","2022","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOT","","2022","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOT","","2022","Total Overpayment Amount Recovered","7.6946616000"
"DOT","","2022","Total Overpayment Amount Identified","7.8154661000"
"DOT","","2022","Returned to Original Account","0.0000000000"
"DOT","","2022","Recovery Audit Amount Outstanding Rate","1.5457107542"
"DOT","","2022","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0000000000"
"DOT","","2022","Recovery Audit Amount Identified In Prior Reporting Periods Determined Not Collectable During This Reporting Period","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","OP Amt Identified outside of Payment Recapture Audits","0.6250000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","OP Amt Recapture outside of Payment Recapture Audits","0.1710000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"DOT","Federal Highway Administration Highway Planning and Construction","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
