"agency","Program Name","key","value","title","Fiscal_Year"
"DHS","Office of Inspector General (OIG) - Audits, Inspections, & Investigations - Disaster Supplemental Funds","cyp29","2.1512694155075","[cyp29]Calculated: What is the Improper Payment and Unknown Payment Rate? (Unit- Percentage)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp6","0","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2022"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp25","0","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2022"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp2_cop2","0.0","[cyp2_cop2]What is the dollar amount of Overpayments Within the agency's control that occurred because of an inability to Access the Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2021"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","cyp27","0.0","[cyp27]Calculated: What is the Improper Payment dollar amount? (Unit- $M)","2021"
"DHS","Federal Emergency Management Agency (FEMA) - Vendor Pay - Disaster Supplemental Funds","cyp5","0.07129660","[cyp5]What is the dollar amount of Underpayments? (Unit- $M)","2022"
"DHS","Office of Inspector General (OIG) - Audits, Inspections, & Investigations - Disaster Supplemental Funds","cyp3","0.0","[cyp3]What is the dollar amount of Overpayments Outside of the agency's control? (Unit- $M)","2021"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","cyp28","0","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2021"
"DHS","Federal Emergency Management Agency (FEMA) - Vendor Pay - Disaster Supplemental Funds","cyp7","1.18921314","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2022"
"DHS","Office of Inspector General (OIG) - Audits, Inspections, & Investigations - Disaster Supplemental Funds","cyp6","0.3435","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2021"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","cyp3","0.0","[cyp3]What is the dollar amount of Overpayments Outside of the agency's control? (Unit- $M)","2021"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp27","0.019452","[cyp27]Calculated: What is the Improper Payment dollar amount? (Unit- $M)","2021"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","cyp7","0","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2023"
"DHS","U.S. Customs and Border Protection (CBP) - Operations & Support - Disaster Supplemental Funds","rnp3","Since the IPs and UPs within the Agency are below the DHS and CBP threshold the purpose of the completed and planned remediation actions is to further reduce the amount of IPs and UPs. CBP primarily prioritizes reducing IPs due to supplemental appropriation misuse and transaction that are technically improper due to statutory or contractual breaks. ","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2021"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","rap6","No additional resources have been requested. As indicated by the publication of no identified Improper Payments (IPs) and/or Unknown Payments (UPs), the U.S. Customs and Border Protection (CBP) Procurement, Construction, and Improvements (PC&I) – Disaster Supplemental Funds program has sufficiently proven that it is being executed with strong internal controls and sufficient human capital, information system, and infrastructure support.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2024"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","cyp7","0.0","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2021"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","cyp2","0.00","[cyp2]What is the dollar amount of Overpayments within the agency's control? (Unit - $M)","2022"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp27","0.20133629","[cyp27]Calculated: What is the Improper Payment dollar amount? (Unit- $M)","2022"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","cyp7","0.00","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2022"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp28","0.045665187689274","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2021"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","rap6","N/A - DHS did not request additional resources in the most recent budget submission of the agency. 

Based on the historical testing results that have been published, the internal controls and resources within the United States Coast Guard (USCG) – Aviation Logistics Command – Disaster Supplemental Funds program have been and remain sufficient to reduce and prevent improper payments and unknown payments to a tolerable level.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2022"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","cyp24","0.0","[cyp24]Calculated: What is the Unknown Payment Rate? (Unit- Percentage)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp5","0.01763","[cyp5]What is the dollar amount of Underpayments? (Unit- $M)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp30","3.9","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2022"
"DHS","Federal Emergency Management Agency (FEMA) - Vendor Pay - Disaster Supplemental Funds","rap6","N/A - DHS did not request additional resources in the most recent budget submission of the agency.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2022"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","cyp30","0","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2023"
"DOD","Civilian Pay – Army","cyp20_1","0.3","[cyp20_1]What is the Current Year +1 Improper Payment and Unknown Payment Reduction target? (unit - enter the number as you would like it displayed, a % symbol will appear next to the response when displayed on paymentaccuracy.gov)","2024"
"DOC","Economic Development Administration (EDA) - Grants","cyp5_cup1","0","[cyp5_cup1]What is the dollar amount of underpayments that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2022"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp26","0.00095127","[cyp26]Calculated: What is the Non-Monetary Loss dollar amount? (Unit- $M)","2022"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp5_cup1","0.00","[cyp5_cup1]What is the dollar amount of underpayments that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2022"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","cyp23","0","[cyp23]Calculated: What is the Underpayment Rate? (Unit- Percentage)","2021"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp30","0.30232315","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2022"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","cyp25","0","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2021"
"DHS","United States Coast Guard (USCG) - Operations & Support - Disaster Supplemental Funds","cyp2_cop3","0.00205","[cyp2_cop3]What is the dollar amount of Overpayments Within the agency's control that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2021"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","cyp30","0","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2024"
"DOD","Civilian Pay – Army","rap6","The Army's Civilian Pay Payment Integrity program has not had any specific or known additional resources requested in their most recent budget submission. Furthermore, the ongoing corrective actions are cost beneficial and relatively straightforward to implement to ensure the proper signatures are on the appropriate and relevant forms.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2024"
"DHS","United States Coast Guard (USCG) - Operations & Support - Disaster Supplemental Funds","rap5","Program is reflective of disaster supplemental funding that was received by DHS to respond to the Hurricane Harvey, Irma, and Maria disasters that occurred in the 2017 / 2018 timeframe. Due to the burden of testing and reporting, Disaster Supplemental Funding programs are tested and reported two years in arrears. As such, by the time that remedial action is taken and/or is realized in the PIIA testing results, the total value of annual disbursements is expected to be below the threshold for PIIA action. DHS will continue to make process and internal control improvements to improve the payment management processes as it relates to supplemental funding but feels that internal control, human capital, information system, and infrastructure needs have been met.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2021"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","cyp5","0.0","[cyp5]What is the dollar amount of Underpayments? (Unit- $M)","2024"
"DOC","National Oceanic and Atmospheric Administration (NOAA) - Grants","rnp3","This question is not applicable.  The statistical sampling and estimation results for FY 2020 disbursements (Current Year) for funds received by NOAA under the Bipartisan Budget Act of 2018 did not identify any IPs or UPs.","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2021"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp8","Insufficient or lack of documentation submitted by vendors or providers to perform sufficient testing to determine the appropriateness and accuracy of the payment.","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2021"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp5_cup3","0.00095127","[cyp5_cup3]What is the dollar amount of underpayments that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2022"
"DOD","Civilian Pay – Army","cyp2_cop1","0.0","[cyp2_cop1]What is the dollar amount of Overpayments Within the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2024"
"DOD","Civilian Pay – Army","cyp8","The Army’s unknown payments are very similar in nature to the technically improper payment errors for Army and were caused by payments received from an improperly signed Standard Form (SF) 1190, “Foreign Allowances Application, Grant and Report” that were sent to the payroll system for payment but also were missing additional key supporting documentation (KSD) required to authorize and substantiate these payment types.  The employees were all entitled to receive the payments, however technically, because the SF1190 was not signed by all required parties, the payment is improper.  From the DoD Financial Management Regulation (DoD FMR) Volume Civilian Pay Policy. Foreign Area. Allowances and differentials payable to employees officially stationed in foreign areas are established by the Secretary of State and published in the Department of State Standardized Regulations (DSSR).","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp2_cop1","0.19450694","[cyp2_cop1]What is the dollar amount of Overpayments Within the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2022"
"DOD","Civilian Pay – Army","rnp3","The U.S. Army Civilian Human Resource Agency directed civilian pay personnel offices to ensure that all Standard Form (SF) 1190s are signed by their Command partners. The reason this is still causing technically improper payments is that the employee’s current three-to-five-year tour includes prior year SF1190s that not being properly signed. Any SF 1190s that are currently being processed will be quickly coordinated with Army Commands to ensure the forms are correct. CHRA will continue to review and correct existing SF 1190s, and coordinate with Command partners to resolve discrepancies as they are identified. Another strong indicator of the effectiveness of the planned corrective actions is they align with prior efforts to reduce improper and unknown payments. Specifically, the Army’s portion of the previous Department wide Civilian Pay program prior to the FY 2024 restructure was $108.57 million in FY 2023. In FY 2024 the restructured Army Civilian Pay program successfully reduced improper and unknown payments by $61.62 million down to $46.95 million. It is through this significant reduction in improper payments and subsequent ending amounts which are below the OMB statutory threshold that the Department is confident in the Army’s Civilian Pay corrective actions planned based off prior success.","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2024"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp2_cop1","0.0","[cyp2_cop1]What is the dollar amount of Overpayments Within the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp7","0.10098686","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp2_1","Based on the total amount of the overpayments, Other Defense Organizations (ODOs) management believes that the underlying reasons for these overpayments are within its control.  Management conducted a review of representative overpayments and noted the following:

1)	There were errors in the payment amount due to a discrepancy in the annual salary amount.  
2)	Employees were paid Danger Pay past the time of the Danger Pay end date.  
3)	Cost of Living Adjustments (COLA) payments were made at incorrect rates.
4)	The Retention Incentive was paid after the end date.

In response to the errors noted about the Department corrected the employee’s Standard Form 50 (SF-50) Notification of Personnel Action for the proper payment amount.  A review of existing controls within the ODOs is being done to reduce instances of these overpayments.  By implementing stronger internal controls these overpayments should be significantly reduced.
","[cyp2_1]Provide a minimum of 3-5 sentences explaining why the Overpayments are Within the agency control. When explaining why the Overpayments are inside of the agency's control, provide enough additional details to convince the reader that the agency is able to prevent the Improper Payments from occurring 'left of check'. (Unit - Free-Text)","2024"
"DHS","Office of Inspector General (OIG) - Audits, Inspections, & Investigations - Disaster Supplemental Funds","cyp2_cop1","0.0","[cyp2_cop1]What is the dollar amount of Overpayments Within the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2021"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp22","1.2906493907261505E-2","[cyp22]Calculated: What is the Overpayment Rate? (Unit- Percentage)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp29","0.57691228418742","[cyp29]Calculated: What is the Improper Payment and Unknown Payment Rate? (Unit- Percentage)","2022"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","rap5","As indicated by the publication of no identified improper payments and/or unknown payments, the program has sufficiently proven that it is being executed with strong internal controls and sufficient human capital, information system, and infrastructure support. With no substantial changes to the program anticipated, CBP is confident that the current resourcing and internal control environment relevant to the Procurement, Construction, And Improvements - Disaster Supplemental Funds program will remain adequate to prevent and/or reduce improper payments and unknown payments.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2023"
"DHS","Office of Inspector General (OIG) - Audits, Inspections, & Investigations - Disaster Supplemental Funds","cyp2_cop3","0.00137","[cyp2_cop3]What is the dollar amount of Overpayments Within the agency's control that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2021"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp26","146.87","[cyp26]Calculated: What is the Non-Monetary Loss dollar amount? (Unit- $M)","2024"
"DHS","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements - Disaster Supplemental Funds","rap6","No additional resources have been requested. 

As indicated by the publication of no identified improper payments and/or unknown payments, the program has sufficiently proven that it is being executed with strong internal controls and sufficient human capital, information system, and infrastructure support.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2023"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp28","1.4381521782377107","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","rap5","DHS has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate for the United States Coast Guard (USCG) – Procurements, Construction, and Improvement – Disaster Supplemental Funds program.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2022"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","cyp1","16.495","[cyp1]What is the dollar amount of outlays? (Unit- $M)","2021"
"DHS","Office of Inspector General (OIG) - Audits, Inspections, & Investigations - Disaster Supplemental Funds","cyp21","0.00137","[cyp21]Calculated: What is the Overpayment dollar amount? (Unit- $M)","2021"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","rnp3","N/A - As the United States Coast Guard (USCG) – Procurements, Construction, and Improvement – Disaster Supplemental Funds program has identified and reported an estimated improper and consolidated unknown payments rate of below 1.50%, in accordance with OMB Circular A-123, Appendix C, the program is not susceptible to significant improper payments and thus has not established a corrective action plan.","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2022"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","cyp21","0","[cyp21]Calculated: What is the Overpayment dollar amount? (Unit- $M)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp5_cup1","0.0","[cyp5_cup1]What is the dollar amount of underpayments that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2024"
"DHS","U.S. Customs and Border Protection (CBP) - Operations & Support - Disaster Supplemental Funds","cyp1","17.957","[cyp1]What is the dollar amount of outlays? (Unit- $M)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp25","0","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp5_cup3","0.88","[cyp5_cup3]What is the dollar amount of underpayments that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2024"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","cyp26","0","[cyp26]Calculated: What is the Non-Monetary Loss dollar amount? (Unit- $M)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp6_1","The Department reviewed instances of Technically Improper payments and noted the following causes:
1)	The Foreign Allowances Application, Grant and Report (SF-1190) showing Posting Allowance does not have an approving signature.
2)	The Request/Authorization for DoD Civilian Permanent Duty or Temporary Change of Station (TCS) Travel DD1614 had an image of an approving signature, not a legal wet or DoD digital signature.
3)	There were Orders received from 2008 where the signature is an image and not a legal signature.
4)	No Key Supporting Documents (KSDs) were provided to validate Living Quarters Allowances (LQA), the SF-1190, travel orders or other documentation was not provided.
5)	The printed name and signature image do not match.

Technical Improper payments for the ODO Civ Pay components are projected to total $145.99 Million.  These Improper payments are defined in the OMB A-123 Appendix C. and represent a failure to meet the requirements of a proper payment.
","[cyp6_1]Provide a minimum of 3-5 sentences describing the cause(s) of the technically improper payments. (Unit- Free-text)","2024"
"DOC","Economic Development Administration (EDA) - Grants","cyp5","0.0","[cyp5]What is the dollar amount of Underpayments? (Unit- $M)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp5_cup3",".2","[cyp5_cup3]What is the dollar amount of underpayments that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp6_app1_8","Automation,Change Process","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","2024"
"DOC","Economic Development Administration (EDA) - Grants","rap6","Not applicable. The program is still trying to identify the tolerable rate.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp7_app1_8","Automation,Change Process","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp5_cup2","0.00","[cyp5_cup2]What is the dollar amount of underpayments that occurred because of an inability to Access the Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2022"
"DOD","Civilian Pay","cyp21","1.48","[cyp21]Calculated: What is the Overpayment dollar amount? (Unit- $M)","2022"
"DOD","Civilian Pay","app4_1","DoDEA is in the process of completing a system modernization of the DoDEA Allowance Processing System (DAPS) which is to be housed on our internal ServiceNow network. With the upgrade, DoDEA will be adding the ability for CAC-enabled signatures and dates. Once the system modernization is implemented and operational, DoDEA will conduct an internal audit of Fiscal Year  2024 Quarter 2 and Quarter 3 SF1190s to ensure that the modernization CAC enabled signatures and dates are operating effectively.

For the Army Per the CHRA Leadership, effective immediately, the CHRA team will ensure that block 25 on SF 1190s requesting reconciliation of expenses (TQSA and LQA) and block 26 on all SF 1190 forms are signed by the Army Command partners. Any 1190s that are currently being processed will be quickly coordinated with Commands to ensure forms are correct.","[app4_1]Provide a minimum of 2-5 sentences describing the Change Process corrective action(s) PLANNED. (Unit Free-Text)","2023"
"DOC","Economic Development Administration (EDA) - Grants","cyp2_cop3","3.7","[cyp2_cop3]What is the dollar amount of Overpayments Within the agency's control that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2022"
"DOC","Economic Development Administration (EDA) - Grants","cyp2_cop3","5e-05","[cyp2_cop3]What is the dollar amount of Overpayments Within the agency's control that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2021"
"DHS","U.S. Customs and Border Protection (CBP) - Operations & Support - Disaster Supplemental Funds","cyp2_cop1","0.0","[cyp2_cop1]What is the dollar amount of Overpayments Within the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2021"
"DHS","United States Coast Guard (USCG) - Aviation Logistics Command - Disaster Supplemental Funds","cyp6","0.00","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2022"
"DOC","Economic Development Administration (EDA) - Grants","cyp22","0.00015772870662461","[cyp22]Calculated: What is the Overpayment Rate? (Unit- Percentage)","2021"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","cyp6","0.0","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2021"
"DHS","United States Coast Guard (USCG) - Operations & Support - Disaster Supplemental Funds","cyp2_cop2","0.0","[cyp2_cop2]What is the dollar amount of Overpayments Within the agency's control that occurred because of an inability to Access the Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2021"
"DOD","Civilian Pay – Army","cyp21","0.5","[cyp21]Calculated: What is the Overpayment dollar amount? (Unit- $M)","2024"
"DOD","Civilian Pay – Army","cyp7","9.22","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2024"
"DHS","U.S. Customs and Border Protection (CBP) - Operations & Support - Disaster Supplemental Funds","cyp23","0.00089101743052848","[cyp23]Calculated: What is the Underpayment Rate? (Unit- Percentage)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp24","0","[cyp24]Calculated: What is the Unknown Payment Rate? (Unit- Percentage)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp2_cop3","1.33","[cyp2_cop3]What is the dollar amount of Overpayments Within the agency's control that occurred because of a Failure to Access Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2024"
"DHS","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","rap5","Program is reflective of disaster supplemental funding that was received by DHS to respond to the Hurricane Harvey, Irma, and Maria disasters that occurred in the 2017 / 2018 timeframe. Due to the burden of testing and reporting, Disaster Supplemental Funding programs are tested and reported two years in arrears. As such, by the time that remedial action is taken and/or is realized in the PIIA testing results, the total value of annual disbursements is expected to be below the threshold for PIIA action. DHS will continue to make process and internal control improvements to improve the payment management processes as it relates to supplemental funding but feels that internal control, human capital, information system, and infrastructure needs have been met.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp26","0.2","[cyp26]Calculated: What is the Non-Monetary Loss dollar amount? (Unit- $M)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp29","4.5675402648645465","[cyp29]Calculated: What is the Improper Payment and Unknown Payment Rate? (Unit- Percentage)","2024"
"DOD","Civilian Pay","cyp1","47239.43","[cyp1]What is the dollar amount of outlays? (Unit- $M)","2023"
"DOD","Civilian Pay","cyp22","0","[cyp22]Calculated: What is the Overpayment Rate? (Unit- Percentage)","2021"
"DHS","U.S. Customs and Border Protection (CBP) - Operations & Support - Disaster Supplemental Funds","cyp25","8.5036476026062","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2021"
"DOD","Civilian Pay","cyp25","0.072567085842939","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2021"
"DOC","Economic Development Administration (EDA) - Grants","cyp2_1","The overpayments were within the agency's control because the overpayments were either caused by: 

1) failure by the Regional Office to verify that the amount requested for reimbursement by the Recipient was correct prior to disbursing funds. The grant rate used by the Recipient to calculate the amount did not agree to the cost share proportions of the Award; 

2) failure by the Regional Office to verify that the amount requested for reimbursement by the Recipient was correct prior to making the disbursement. The Recipient incorrectly calculated the amount, using the rounded instead of actual grant rate to determine Federal share; or

3) an administrative error made by the Regional Office when processing the Recipient's Request for Reimbursement. The Regional Office disbursed the total amount requested for reimbursement to date instead of the amount requested for reimbursement for the applicable period.","[cyp2_1]Provide a minimum of 3-5 sentences explaining why the Overpayments are Within the agency control. When explaining why the Overpayments are inside of the agency's control, provide enough additional details to convince the reader that the agency is able to prevent the Improper Payments from occurring 'left of check'. (Unit - Free-Text)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp30","470.68000000000006","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2024"
"DOD","Civilian Pay","cyp25","0.26790146685673","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2022"
"DOD","Civilian Pay","cyp23","0.00010630166925511","[cyp23]Calculated: What is the Underpayment Rate? (Unit- Percentage)","2022"
"DOD","Civilian Pay – Other Defense Organization (ODO)","cyp7","322.48","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2024"
"DOC","Economic Development Administration (EDA) - Grants","cyp6","0.0","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2021"
"DOD","Civilian Pay","cyp27","127.54","[cyp27]Calculated: What is the Improper Payment dollar amount? (Unit- $M)","2022"
